qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	staxids	ssciname	stitle
ASV_482	gi|2946244251|gb|PV399661.1|	99.203	251	2	0	1	251	176	426	1.62e-123	453	253	77133;1869227	N/A	Uncultured bacterium clone ASV_181_(0.1581%) 16S ribosomal RNA gene, partial sequence
ASV_494	gi|3027626449|gb|PV952708.1|	100.000	253	0	0	1	253	395	647	5.79e-128	468	253	384	N/A	Rhizobium leguminosarum strain TNJI 16S ribosomal RNA gene, partial sequence
ASV_494	gi|3006035059|gb|CP101418.1|	100.000	253	0	0	1	253	3211771	3211519	5.79e-128	468	253	1138190	N/A	Rhizobium binae strain YTUBH007 chromosome, complete genome
ASV_494	gi|3006026000|gb|CP101426.1|	100.000	253	0	0	1	253	3482483	3482231	5.79e-128	468	253	2962678	N/A	Rhizobium sp. YTUHZ044 chromosome, complete genome
ASV_494	gi|3006019729|gb|CP101432.1|	100.000	253	0	0	1	253	3306672	3306420	5.79e-128	468	253	2962888	N/A	Rhizobium sp. YTUHZ045 chromosome, complete genome
ASV_494	gi|3002443012|gb|PV802900.1|	100.000	253	0	0	1	253	418	670	5.79e-128	468	253	411945	N/A	Rhizobium miluonense strain J1 16S ribosomal RNA gene, partial sequence
ASV_494	gi|3002443011|gb|PV802899.1|	100.000	253	0	0	1	253	419	671	5.79e-128	468	253	29449	N/A	Rhizobium etli strain I1 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2995290990|gb|PV775632.1|	100.000	253	0	0	1	253	436	688	5.79e-128	468	253	411945	N/A	Rhizobium miluonense strain 1136 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2990961754|gb|PV739958.1|	100.000	253	0	0	1	253	437	689	5.79e-128	468	253	398	N/A	Rhizobium tropici strain 47,3 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762598|gb|PV731411.1|	100.000	253	0	0	1	253	453	705	5.79e-128	468	253	391	N/A	Rhizobium sp. strain KD5a 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762597|gb|PV731409.1|	100.000	253	0	0	1	253	470	722	5.79e-128	468	253	391	N/A	Rhizobium sp. strain KD4a 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762596|gb|PV731410.1|	100.000	253	0	0	1	253	460	712	5.79e-128	468	253	391	N/A	Rhizobium sp. strain KD3 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762593|gb|PV731407.1|	100.000	253	0	0	1	253	457	709	5.79e-128	468	253	391	N/A	Rhizobium sp. strain KD1 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762592|gb|PV731406.1|	100.000	253	0	0	1	253	455	707	5.79e-128	468	253	391	N/A	Rhizobium sp. strain KD2a 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762589|gb|PV731404.1|	100.000	253	0	0	1	253	461	713	5.79e-128	468	253	391	N/A	Rhizobium sp. strain 449n 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2989762588|gb|PV731403.1|	100.000	253	0	0	1	253	474	726	5.79e-128	468	253	391	N/A	Rhizobium sp. strain 407b 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2962448472|gb|PV574424.1|	100.000	253	0	0	1	253	385	637	5.79e-128	468	253	384	N/A	Rhizobium leguminosarum strain UMER8 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2962410856|gb|PV574229.1|	100.000	253	0	0	1	253	471	723	5.79e-128	468	253	396	N/A	Rhizobium phaseoli strain ATCC 14482 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694324|gb|PV169204.1|	100.000	253	0	0	1	253	430	682	5.79e-128	468	253	391	N/A	Rhizobium sp. strain Ch7/3-3 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694183|gb|PV169193.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	391	N/A	Rhizobium sp. strain Ch13/3-1 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694179|gb|PV169189.1|	100.000	253	0	0	1	253	430	682	5.79e-128	468	253	391	N/A	Rhizobium sp. strain Ch7/4-8 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694174|gb|PV169184.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	391	N/A	Rhizobium sp. strain Ch7/3-2 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694172|gb|PV169182.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	3019934	N/A	Rhizobium beringeri strain Ch7/2-4 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916694171|gb|PV169181.1|	100.000	253	0	0	1	253	430	682	5.79e-128	468	253	3019934	N/A	Rhizobium beringeri strain Ch7/2-2 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916684765|gb|PV168529.1|	100.000	253	0	0	1	253	336	588	5.79e-128	468	253	359	N/A	Rhizobium rhizogenes strain YKB15607 16S ribosomal RNA gene, partial sequence
ASV_494	gi|2916254841|gb|PV162762.1|	100.000	253	0	0	1	253	413	665	5.79e-128	468	253	411945	N/A	Rhizobium miluonense strain YRFlrC0 16S ribosomal RNA gene, partial sequence
ASV_507	gi|3033736843|gb|PX048855.1|	100.000	253	0	0	1	253	495	747	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain ZG12 16S ribosomal RNA gene, partial sequence
ASV_507	gi|3033736811|gb|PX048847.1|	100.000	253	0	0	1	253	496	748	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain CX42 16S ribosomal RNA gene, partial sequence
ASV_507	gi|3003480208|gb|PV810320.1|	100.000	253	0	0	1	253	476	728	5.79e-128	468	253	882448	N/A	Nonomuraea jabiensis strain GD112 16S ribosomal RNA gene, partial sequence
ASV_507	gi|3002197288|gb|CP191923.1|	100.000	253	0	0	1	253	2233138	2233390	5.79e-128	468	253	1955412	N/A	[Actinomadura] parvosata strain CA-116504 chromosome, complete genome
ASV_507	gi|3001852501|gb|CP191885.1|	100.000	253	0	0	1	253	986236	986488	5.79e-128	468	253	3239999	N/A	Nonomuraea sp. CA-243196 chromosome, complete genome
ASV_507	gi|3001806825|gb|CP191880.1|	100.000	253	0	0	1	253	688038	688290	5.79e-128	468	253	404385	N/A	Nonomuraea bangladeshensis strain CA-248923 chromosome, complete genome
ASV_507	gi|2999618022|gb|CP191982.1|	100.000	253	0	0	1	253	2433107	2433359	5.79e-128	468	253	3239996	N/A	Nonomuraea sp. CA-141351 chromosome, complete genome
ASV_507	gi|2999427774|gb|CP192072.1|	100.000	253	0	0	1	253	977610	977862	5.79e-128	468	253	3239997	N/A	Nonomuraea sp. CA-143628 chromosome, complete genome
ASV_507	gi|2991979376|gb|PP331372.2|	100.000	253	0	0	1	253	465	717	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain H1R4 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2950583220|gb|PV449791.1|	100.000	253	0	0	1	253	255	507	5.79e-128	468	253	404386	N/A	Nonomuraea coxensis strain CUMB KK-15 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2938385877|gb|PV364251.1|	100.000	253	0	0	1	253	446	698	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain AJR19 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2917938601|gb|PV185804.1|	100.000	253	0	0	1	253	495	747	5.79e-128	468	253	2878562	N/A	Nonomuraea aurantiaca strain 631 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2905364885|gb|PV083064.1|	100.000	253	0	0	1	253	411	663	5.79e-128	468	253	404385	N/A	Nonomuraea bangladeshensis strain H-810 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2894318570|gb|PV018099.1|	100.000	253	0	0	1	253	455	707	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain CBXM-02 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2894318568|gb|PV018097.1|	100.000	253	0	0	1	253	459	711	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain CBXG-02 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2873563355|gb|PQ808874.1|	100.000	253	0	0	1	253	440	692	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain Z2R54 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2873563265|gb|PQ808135.1|	100.000	253	0	0	1	253	441	693	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain H2R15 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2859221025|gb|PQ626058.1|	100.000	253	0	0	1	253	476	728	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain MMS24-T82 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2814154904|gb|CP170570.1|	100.000	253	0	0	1	253	4632	4380	5.79e-128	468	253	46173	N/A	Nonomuraea fastidiosa strain KACC 16795 chromosome, complete genome
ASV_507	gi|2806496490|gb|PQ349446.1|	100.000	253	0	0	1	253	473	725	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain RVG1 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2778124853|gb|PQ084652.1|	100.000	253	0	0	1	253	473	725	5.79e-128	468	253	281186	N/A	Nonomuraea kuesteri strain 24GG04S-56 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2736410461|gb|PP837893.1|	100.000	253	0	0	1	253	498	750	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain PL10 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2736090142|gb|PP837292.1|	100.000	253	0	0	1	253	467	719	5.79e-128	468	253	2878562	N/A	Nonomuraea aurantiaca strain QTP242240 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2736090023|gb|PP837173.1|	100.000	253	0	0	1	253	467	719	5.79e-128	468	253	2047744	N/A	Nonomuraea glycinis strain QTP242137 16S ribosomal RNA gene, partial sequence
ASV_507	gi|2727267099|gb|PP758783.1|	100.000	253	0	0	1	253	489	741	5.79e-128	468	253	1883105	N/A	Nonomuraea sp. strain 9N605 16S ribosomal RNA gene, partial sequence
ASV_528	gi|343206016|ref|NR_044568.1|	99.606	254	0	1	1	253	476	729	2.69e-126	462	253	543615	N/A	Solitalea koreensis strain R2A36-4 16S ribosomal RNA, partial sequence
ASV_528	gi|1782942820|dbj|AB836156.1|	99.200	250	2	0	1	250	136	385	5.83e-123	451	253	1364743	N/A	Solitalea sp. So2Pw_1287 gene for 16S rRNA, partial sequence
ASV_545	gi|3063045765|gb|PX396492.1|	100.000	253	0	0	1	253	425	677	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain CS14 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3061084461|gb|PX362440.1|	100.000	253	0	0	1	253	440	692	5.79e-128	468	253	945052	N/A	Streptomyces heilongjiangensis strain 82402 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3060300627|gb|PX352514.1|	100.000	253	0	0	1	253	472	724	5.79e-128	468	253	249581	N/A	Streptomyces ossamyceticus strain 6214 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3058565042|gb|PX318291.1|	100.000	253	0	0	1	253	454	706	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain Pd 39-32 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3058564429|gb|PX317982.1|	100.000	253	0	0	1	253	421	673	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain Ya 6-29 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3058564425|gb|PX317980.1|	100.000	253	0	0	1	253	410	662	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain Ya 6-20 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3057490649|gb|PX285234.1|	100.000	253	0	0	1	253	247	499	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain SS1TI 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3057024214|gb|PX279065.1|	100.000	253	0	0	1	253	437	689	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain P3A3-03 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538328|gb|PX128992.1|	100.000	253	0	0	1	253	426	678	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain HLT1-9 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538323|gb|PX128987.1|	100.000	253	0	0	1	253	420	672	5.79e-128	468	253	2993540	N/A	Streptomyces griseiscabiei strain NXT2-0 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538322|gb|PX128986.1|	100.000	253	0	0	1	253	418	670	5.79e-128	468	253	146819	N/A	Streptomyces europaeiscabiei strain SDT3-2 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538321|gb|PX128985.1|	100.000	253	0	0	1	253	415	667	5.79e-128	468	253	2993540	N/A	Streptomyces griseiscabiei strain NMT8-1 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538314|gb|PX128978.1|	100.000	253	0	0	1	253	349	601	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain HLS1-8 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538310|gb|PX128974.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	2993540	N/A	Streptomyces griseiscabiei strain ZJS1-1 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538286|gb|PX128950.1|	100.000	253	0	0	1	253	415	667	5.79e-128	468	253	1550619	N/A	Streptomyces polymachus strain BJT3-1 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538285|gb|PX128949.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	1550619	N/A	Streptomyces polymachus strain HBT7-0 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538284|gb|PX128948.1|	100.000	253	0	0	1	253	421	673	5.79e-128	468	253	1550619	N/A	Streptomyces polymachus strain GSS1-0 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3044538239|gb|PX128903.1|	100.000	253	0	0	1	253	480	732	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain GSS13 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3040581934|gb|PX112817.1|	100.000	253	0	0	1	253	452	704	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain KVD25 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3040294358|gb|PX111558.1|	100.000	253	0	0	1	253	450	702	5.79e-128	468	253	424188	N/A	Streptomyces deccanensis strain B109 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3039838654|gb|PX107866.1|	100.000	253	0	0	1	253	193	445	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain CS17 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3035698748|gb|PX062344.1|	100.000	253	0	0	1	253	157	409	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain Z27 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3033736819|gb|PX048849.1|	100.000	253	0	0	1	253	500	752	5.79e-128	468	253	1931	N/A	Streptomyces sp. strain SD32 16S ribosomal RNA gene, partial sequence
ASV_545	gi|3012355538|gb|PV871389.1|	100.000	253	0	0	1	253	461	713	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain SH1 16S ribosomal RNA gene, partial sequence
ASV_545	gi|2993396842|gb|PV764426.1|	100.000	253	0	0	1	253	501	753	5.79e-128	468	253	1930	N/A	Streptomyces scabiei strain A4 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1820083079|gb|MT163375.1|	100.000	253	0	0	1	253	508	760	5.79e-128	468	253	502333	N/A	Ramlibacter ginsenosidimutans strain DST20 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1750411832|gb|MN498046.1|	100.000	253	0	0	1	253	507	759	5.79e-128	468	253	2079448	N/A	Ramlibacter albus strain GTP1 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1205917621|gb|KY649387.1|	100.000	253	0	0	1	253	438	690	5.79e-128	468	253	502333	N/A	Ramlibacter ginsenosidimutans strain HC-1 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1150392561|gb|KY176923.1|	100.000	253	0	0	1	253	512	764	5.79e-128	468	253	1917967	N/A	Ramlibacter sp. strain S27 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1150392531|gb|KY121995.1|	100.000	253	0	0	1	253	520	772	5.79e-128	468	253	1917967	N/A	Ramlibacter sp. strain B325 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1491514511|ref|NR_159166.1|	100.000	253	0	0	1	253	510	762	5.79e-128	468	253	1926872	N/A	Ramlibacter monticola strain G-3-2 16S ribosomal RNA, partial sequence
ASV_573	gi|2574656224|gb|OR527125.1|	100.000	253	0	0	1	253	502	754	5.79e-128	468	253	1917967	N/A	Ramlibacter sp. strain AN1133 16S ribosomal RNA gene, partial sequence
ASV_573	gi|984880169|emb|LN876299.1|	100.000	253	0	0	1	253	475	727	5.79e-128	468	253	1702928	N/A	Comamonadaceae bacterium URHA0027 partial 16S rRNA gene, strain URHA0027
ASV_573	gi|542215116|gb|KF441662.1|	100.000	253	0	0	1	253	522	774	5.79e-128	468	253	1391345	N/A	Ramlibacter sp. 7B-217 16S ribosomal RNA gene, partial sequence
ASV_573	gi|509724097|gb|JX458425.1|	100.000	253	0	0	1	253	519	771	5.79e-128	468	253	1341528	N/A	Ramlibacter sp. W1.09-2 16S ribosomal RNA gene, complete sequence
ASV_573	gi|1880164012|gb|MT804117.1|	100.000	253	0	0	1	253	490	742	5.79e-128	468	253	1926872	N/A	Ramlibacter monticola strain PL_2 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1880163788|gb|MT803893.1|	100.000	253	0	0	1	253	487	739	5.79e-128	468	253	1917967	N/A	Ramlibacter sp. strain IC3_172 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1880163783|gb|MT803888.1|	100.000	253	0	0	1	253	496	748	5.79e-128	468	253	1917967	N/A	Ramlibacter sp. strain IC3_167 16S ribosomal RNA gene, partial sequence
ASV_573	gi|959494981|ref|NR_133836.1|	100.000	253	0	0	1	253	508	760	5.79e-128	468	253	502333	N/A	Ramlibacter ginsenosidimutans strain BXN5-27 16S ribosomal RNA, partial sequence
ASV_573	gi|2221405394|ref|NR_175506.1|	99.605	253	1	0	1	253	507	759	2.69e-126	462	253	2795217	N/A	Ramlibacter algicola strain CrO1 16S ribosomal RNA, partial sequence
ASV_573	gi|1769125577|gb|MN603953.1|	99.605	253	1	0	1	253	506	758	2.69e-126	462	253	2764187	N/A	Ramlibacter cellulosilyticus strain USB13 16S ribosomal RNA gene, partial sequence
ASV_573	gi|1750411835|gb|MN498047.1|	99.605	253	1	0	1	253	507	759	2.69e-126	462	253	2780087	N/A	Ramlibacter pallidus strain HM2 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2973428402|gb|CP190017.1|	99.605	253	1	0	1	253	1273407	1273659	2.69e-126	462	253	3416606	N/A	Ramlibacter sp. MMS24-I3-19 chromosome, complete genome
ASV_573	gi|2862557441|gb|PQ651693.1|	99.605	253	1	0	1	253	505	757	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain MMS24-I3-19 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2798604878|gb|PQ285327.1|	99.605	253	1	0	1	253	454	706	2.69e-126	462	253	502333	N/A	Ramlibacter ginsenosidimutans strain BP1 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2648012426|gb|PP125420.1|	99.605	253	1	0	1	253	472	724	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain H4-D03 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2060186686|gb|MZ471105.1|	99.605	253	1	0	1	253	479	731	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain 2245 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2449670091|gb|OQ519922.1|	99.605	253	1	0	1	253	506	758	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain CW51 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2202206194|gb|OM884719.1|	99.605	253	1	0	1	253	479	731	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain 383 16S ribosomal RNA gene, partial sequence
ASV_573	gi|2091885797|gb|OK083669.1|	99.605	253	1	0	1	253	506	758	2.69e-126	462	253	1917967	N/A	Ramlibacter sp. strain SIH2 16S ribosomal RNA gene, partial sequence
ASV_668	gi|537366550|gb|KF312397.1|	100.000	253	0	0	1	253	504	756	5.79e-128	468	253	1386120	N/A	Pedobacter sp. FGR-05 16S ribosomal RNA gene, partial sequence
ASV_668	gi|1772506222|gb|MN640802.1|	100.000	253	0	0	1	253	503	755	5.79e-128	468	253	1411316	N/A	Pedobacter sp. strain R14 16S ribosomal RNA gene, partial sequence
ASV_668	gi|2523173807|gb|OR167733.1|	99.605	253	1	0	1	253	470	722	2.69e-126	462	253	1411316	N/A	Pedobacter sp. strain C50-17 16S ribosomal RNA gene, partial sequence
ASV_668	gi|2523173806|gb|OR167732.1|	99.605	253	1	0	1	253	465	717	2.69e-126	462	253	1411316	N/A	Pedobacter sp. strain C50-16 16S ribosomal RNA gene, partial sequence
ASV_668	gi|2523173778|gb|OR167704.1|	99.605	253	1	0	1	253	469	721	2.69e-126	462	253	1411316	N/A	Pedobacter sp. strain BGS3005 16S ribosomal RNA gene, partial sequence
ASV_668	gi|119394212|gb|EF103211.1|	99.605	253	1	0	1	253	463	715	2.69e-126	462	253	416244	N/A	Pedobacter sp. MSCB-14 16S ribosomal RNA gene, partial sequence
ASV_668	gi|961555157|ref|NR_134126.1|	99.209	253	2	0	1	253	473	725	1.25e-124	457	253	1303477	N/A	Daejeonella huanghensis strain M1-27 16S ribosomal RNA, partial sequence
ASV_733	gi|3040294286|gb|PX111486.1|	100.000	253	0	0	1	253	328	580	5.79e-128	468	253	1867719	N/A	Phyllobacterium zundukense strain B36 16S ribosomal RNA gene, partial sequence
ASV_733	gi|3040294285|gb|PX111485.1|	100.000	253	0	0	1	253	414	666	5.79e-128	468	253	1334106	N/A	Phyllobacterium loti strain B35 16S ribosomal RNA gene, partial sequence
ASV_733	gi|3033062148|gb|PX022925.1|	100.000	253	0	0	1	253	158	410	5.79e-128	468	253	1149773	N/A	Phyllobacterium endophyticum strain A23 16S ribosomal RNA gene, partial sequence
ASV_733	gi|3033062147|gb|PX022924.1|	100.000	253	0	0	1	253	157	409	5.79e-128	468	253	1334106	N/A	Phyllobacterium loti strain A22 16S ribosomal RNA gene, partial sequence
ASV_733	gi|3033664193|gb|PX048586.1|	100.000	253	0	0	1	253	472	724	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain 22229 16S ribosomal RNA gene, partial sequence
ASV_733	gi|3012973035|gb|PV874889.1|	100.000	253	0	0	1	253	90	342	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain Bernburg_DiControl_Isolate_115-7 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2737474130|gb|PP851106.1|	100.000	253	0	0	1	253	404	656	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain B68 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2990622477|gb|PV739375.1|	100.000	253	0	0	1	253	426	678	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain H22FB22AGC52 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2973170015|gb|PV627588.1|	100.000	253	0	0	1	253	418	670	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain ERB91 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2959920067|gb|PV547865.1|	100.000	253	0	0	1	253	421	673	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain BGD1 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2955266136|dbj|AP027913.1|	100.000	253	0	0	1	253	459944	460196	5.79e-128	468	253	3026079	N/A	Phyllobacterium sp. T2-21 plasmid pT2-21_3 DNA, complete sequence
ASV_733	gi|2955262462|dbj|AP027912.1|	100.000	253	0	0	1	253	3653591	3653339	5.79e-128	468	253	3026079	N/A	Phyllobacterium sp. T2-21 DNA, complete genome
ASV_733	gi|2886516114|gb|PQ870333.1|	100.000	253	0	0	1	253	420	672	5.79e-128	468	253	1867719	N/A	Phyllobacterium zundukense strain P17/1-7 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2860119427|gb|PQ637125.1|	100.000	253	0	0	1	253	502	754	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain A26 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2858555884|gb|PQ621084.1|	100.000	253	0	0	1	253	421	673	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain ST_3_1 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2710190188|gb|PP583518.1|	100.000	253	0	0	1	253	379	631	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain T28C1 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2710190116|gb|PP583446.1|	100.000	253	0	0	1	253	415	667	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain T19C4 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2811755606|gb|PQ395164.1|	100.000	253	0	0	1	253	394	646	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain S9_C1_19 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2811755602|gb|PQ395160.1|	100.000	253	0	0	1	253	415	667	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain S9_C1_14 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2780207678|gb|PQ106872.1|	100.000	253	0	0	1	253	360	612	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain ME1C035 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2755777163|gb|PP998601.1|	100.000	253	0	0	1	253	428	680	5.79e-128	468	253	300193	N/A	Phyllobacterium trifolii strain K_S_19_6 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2737831382|gb|PP854827.1|	100.000	253	0	0	1	253	392	644	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain MZ12 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2737831378|gb|PP854825.1|	100.000	253	0	0	1	253	365	617	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain MZ10 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2737831363|gb|PP854816.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	28101	N/A	Phyllobacterium myrsinacearum strain MZ1 16S ribosomal RNA gene, partial sequence
ASV_733	gi|2702916308|gb|PP529727.1|	100.000	253	0	0	1	253	370	622	5.79e-128	468	253	1871046	N/A	Phyllobacterium sp. strain LC11 16S ribosomal RNA gene, partial sequence
ASV_759	gi|343200563|ref|NR_041250.1|	100.000	253	0	0	1	253	534	786	5.79e-128	468	253	296052	N/A	Terrimonas lutea strain DY 16S ribosomal RNA, partial sequence
ASV_759	gi|2070664779|gb|MZ600491.1|	99.605	253	1	0	1	253	479	731	2.69e-126	462	253	1914338	N/A	Terrimonas sp. strain BD16OL2_B27 16S ribosomal RNA gene, partial sequence
ASV_759	gi|1893872195|gb|MT900960.1|	99.605	253	1	0	1	253	495	747	2.69e-126	462	253	1914338	N/A	Terrimonas sp. strain 194 16S ribosomal RNA gene, partial sequence
ASV_759	gi|2952554795|gb|PV453494.1|	99.209	253	2	0	1	253	510	762	1.25e-124	457	253	1914338	N/A	Terrimonas sp. strain KR7-129 16S ribosomal RNA gene, partial sequence
ASV_759	gi|1509790148|gb|MH094640.1|	99.209	253	2	0	1	253	503	755	1.25e-124	457	253	1914338	N/A	Terrimonas sp. strain LA-25 16S ribosomal RNA gene, partial sequence
ASV_759	gi|1779814805|ref|NR_164880.1|	99.209	253	2	0	1	253	523	775	1.25e-124	457	253	2662614	N/A	Terrimonas suqianensis strain personal::C3-5 16S ribosomal RNA, partial sequence
